id,age,day_hatch,temp,egg_treat,sp,Weigth,Distance.moved1,Distance.moved2,Distance.moved3,mean_dist,Movement,Movement.1,Movement.2,Movement.3,Movement.4,Movement.5,mean_tohide,Time_snout_sec1,Time_snout_sec2,Time_snout_sec3,mean_snout,Time_emerge_sec1,Time_emerge_sec3,Time_emerge_sec3,mean_emerge,Notes.y,bd_liz_id.y,SVL,Tail,Total,Tail_intact,Notes,Notes.1,Notes.2.y,day,speed_1m_s1,speed_1m_s2,speed_1m_s3,mean_1m,burst_25cm1,burst_25cm2,burst_25cm3,mean_25cm
LG055_20,87,26/11/2020,hot,control,Guich,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.33333333,937,2501,673,1370.333333,NA,NA,3653,3653,,LG055_20,29.692,45.963,75.655,No,stick to tape before sprint speed,,,1,3.78,3.77,7.73,5.093333333,1.27,1.32,2.78,1.79
LG068_20,65,27/11/2020,hot,control,Guich,0.479,470.395,434.551,696.964,533.97,70.6398,10.64,1129.4,0.039999,NA,NA,1,1196,741,466,801,1378,1693,1034,1368.333333,,LG068_20,29.281,39.712,68.993,Yes,,,,1,2.64,2.65,3.17,2.82,0.96,0.87,1.38,1.07
LG101_20,61,1/12/2020,hot,control,Guich,0.461,639.421,420.734,801.423,620.526,0.943791,109.48,190.08,9.321,1090.56,0.039999,138,664,333,1937,978,4007,NA,NA,4007,,LG101_20,29.664,42.346,72.01,Yes,,,,1,2.18,2.04,2.39,2.203333333,0.74,0.7,0.91,0.783333333
LG135_20,67,6/12/2020,hot,control,Guich,0.529,688.907,593.275,661.918,648.0333333,120.56,0.279999,1079.48,0.039999,NA,NA,78.66666667,NA,497,104,300.5,NA,NA,1463,1463,,LG135_20,28.481,NA,NA,Yes,tail tip is invisible,,,1,5.94,4.16,3.08,4.393333333,3.48,1.58,1.13,2.063333333
LG145_20,67,6/12/2020,hot,control,Guich,0.393,832.478,1076.58,1099.34,1002.799333,167.08,30.4799,1031.08,0.039999,NA,NA,6,5704,256,14,1991.333333,NA,NA,148,148,,LG145_20,27.189,37.898,65.087,Yes,,,,1,2.84,5.05,5.31,4.4,0.93,1.46,2.67,1.686666667
LG149_20,55,7/12/2020,hot,control,Guich,0.441,648.837,493.048,1002.34,714.7416667,106.92,12.64,1088.52,0.039999,NA,NA,1.666666667,1423,1122,1503,1349.333333,1512,1783,1522,1605.666667,,LG149_20,29.464,36.962,66.426,Yes,V1.2 wrong,,,1,4.07,3.56,3.83,3.82,2.07,1.29,1.47,1.61
LG159_20,85,7/12/2020,hot,control,Guich,0.59,271.166,938.842,716.695,642.2343333,33.1199,964.918,1166.92,0.039999,NA,NA,33,1838,5812,58,2569.333333,2995,1121,1293,1803,,LG159_20,28.258,49.537,77.795,Yes,,,,1,4.78,4.13,9,5.97,1.56,1.43,4.03,2.34
LG176_20,77,6/12/2020,hot,control,Guich,0.626,444.999,222.555,603.834,423.796,0.884299,82.2398,285.079,11.7212,1101.8,0.039999,8.666666667,1596,1526,3068,2063.333333,2680,NA,NA,2680,,LG176_20,30.107,50.163,80.27,Yes,,,,1,6.83,4.61,5.66,5.7,5.53,1.55,2.31,3.13
LG195_20,75,8/12/2020,hot,control,Guich,0.469,532.828,592.744,369.508,498.36,1.05253,70.5198,30.4799,16.3788,1113.76,0.039999,7,634,3436,84,1384.666667,2561,1739,1817,2039,,LG195_20,29.483,41.951,71.434,Yes,,,,1,8.24,3.58,3.25,5.023333333,2.31,1.46,1.25,1.673333333
LG212_20,53,9/12/2020,hot,control,Guich,0.416,1004.09,1099.01,1106.64,1069.913333,0.712335,185.92,0.959997,3.87068,1014.12,0.039999,15.33333333,NA,132,NA,132,NA,NA,NA,NA,,LG212_20,26.336,NA,NA,Yes,tail tip is invisible,,,1,4.41,3.04,2.74,3.396666667,2.37,1.25,0.91,1.51
LG214_20,83,9/12/2020,hot,control,Guich,0.505,337.071,911.787,685.236,644.698,36.5199,43.0399,1163.52,0.039999,NA,NA,65.33333333,19,1180,171,456.6666667,1289,1063,564,972,,LG214_20,28.484,43.116,71.6,Yes,,,,1,3.34,2.79,3.82,3.316666667,1.24,0.86,1.45,1.183333333
LG217_20,65,8/12/2020,hot,control,Guich,0.451,211.926,836.394,713.993,587.4376667,0.852379,35.7999,7.67998,27.0753,1164.24,0.039999,23.33333333,79,88,13,60,1420,656,NA,1038,,LG217_20,26.533,41.963,68.496,Yes,,,,1,3.59,3.39,3.28,3.42,1.38,1.02,0.98,1.126666667
LG219_20,82,10/12/2020,hot,control,Guich,0.61,948.855,829.725,1096.53,958.37,135.08,115.12,1064.96,0.039999,NA,NA,7.666666667,2450,2572,1250,2090.666667,2661,50,1324,1345,,LG219_20,27.977,49.313,77.29,Yes,,,,1,5.04,4.74,4.71,4.83,1.63,1.75,1.7,1.693333333
LG224_20,75,8/12/2020,hot,control,Guich,0.445,1725.21,1401.19,1151.37,1425.923333,198.96,39.8799,997.678,0.039999,NA,NA,2,1152,1027,50,743,2256,NA,386,1321,,LG224_20,26.458,40.514,66.972,Yes,,,,1,18.15,5.72,4.33,9.4,11.08,2.17,1.57,4.94
LG272_20,70,13/12/2020,hot,control,Guich,0.53,355.277,468.549,32.9457,285.5905667,45.0799,208.759,1154.96,0.039999,NA,NA,36.66666667,2703,428,NA,1565.5,3756,NA,NA,3756,,LG272_20,28.565,43.142,71.707,Yes,,,,1,4.05,3.19,3.39,3.543333333,1.65,1.15,1.35,1.383333333
LG297_20,70,13/12/2020,hot,control,Guich,0.438,1750,1660.73,1557.38,1656.036667,239.759,32.5599,960.278,0.039999,NA,NA,40.33333333,170,NA,65,117.5,305,580,117,334,,LG297_20,26.814,42.742,69.556,Yes,,,,1,3.37,1.94,5.8,3.703333333,1.34,0.64,4.21,2.063333333
LG300_20,46,16/12/2020,hot,control,Guich,0.423,804.068,626.167,1230.16,886.7983333,128.64,2.95999,1071.4,0.039999,NA,NA,5,1399,391,4225,2005,5240,1754,4391,3795,,LG300_20,25.145,42.529,67.674,Yes,,,,1,2.96,2.79,2.72,2.823333333,0.94,0.82,0.96,0.906666667
LG306_20,59,14/12/2020,hot,control,Guich,0.49,390.291,502.659,845.502,579.484,69.2798,222.319,1130.76,0.039999,NA,NA,24.33333333,1119,359,2295,1257.666667,3758,NA,NA,3758,,LG306_20,26.816,NA,NA,Yes,tail tip is invisible,,,1,4.94,6.96,5.1,5.666666667,2.1,2.29,1.43,1.94
LG318_20,56,17/12/2020,hot,control,Guich,0.42,1049.68,1110.85,871.123,1010.551,193.48,31.4799,1006.56,0.039999,NA,NA,3,653,820,428,633.6666667,679,275,634,529.3333333,,LG318_20,27.078,42.079,69.157,Yes,,,,1,2.94,4.46,4.47,3.956666667,0.83,1.77,1.76,1.453333333
LG322_20,44,18/12/2020,hot,control,Guich,0.347,813.472,680.993,548.857,681.1073333,154.48,12.88,1045.56,0.039999,NA,NA,12.66666667,1648,1365,485,1166,NA,1347,1370,1358.5,,LG322_20,26.293,38.721,65.014,Yes,,,,1,4.39,5.21,5.2,4.933333333,1.38,1.42,1.45,1.416666667
LG411_20,48,25/12/2020,hot,control,Guich,0.34,1489.91,1578.71,1730.22,1599.613333,199.639,0.039999,1000.4,0.599998,NA,NA,9,688,1109,364,720.3333333,720,1215,462,799,,LG411_20,NA,NA,NA,Yes,cannot see cloaca,,,1,3.76,5.83,5.03,4.873333333,1.49,2.48,2.14,2.036666667
LG549_20,51,10/1/2021,hot,control,Guich,0.36,1326.94,1134.42,931.203,1130.854333,239.479,121,960.558,0.039999,NA,NA,15.66666667,3540,5415,670,3208.333333,3798,3312,4185,3765,,LG549_20,25.804,NA,NA,Yes,,,,1,4.76,7.06,5.76,5.86,1.57,2.39,1.87,1.943333333
