"","id","clutch","day_hatch","day_photo","temp","egg_treat","sp","mass.hatch","SVL_hatch","Tail_length_hatch","Weigth","Distance.moved","Time_hide_sec","Time_snout_sec","Time_emerge_sec","SVL","Tail","Total","Tail_intact","day","speed_1m_s","burst_25cm","X25fast","age","Notes","Notes.1","Notes.2.y","time_tohide","time_hiding","time_active","maternal","scaleage","svldeli","logTimeSnout","logspeed_1m","logspeed_burst","logTime_emerge_sec","z_svl"
"408","LD312_20","CL093_20","13/12/2020","2/3/2021","hot","ablated","Deli",NA,NA,NA,0.325,400.088,1,2023,NA,24.108,40.238,64.346,"Yes",3,5.13,2.63,0.71,79,"","","",1,2023,NA,"ablated",1.90879602200663,0.0541982673769589,7.61233683716775,1.63510565918268,-0.342490308946776,NA,0.0541982673769589
"409","LD332_20","CL097_20","15/12/2020","21/2/2021","hot","control","Deli",NA,NA,NA,0.351,955.304,77,573,3959,25.365,NA,NA,"Yes",3,4.33,1.44,0.76,68,"","","",77,573,3959,"control",0.990255476161957,0.688731685324874,6.35088571671474,1.4655675420144,-0.27443684570176,8.28374674710613,0.688731685324874
"410","LD333_20","CL097_20","2/1/2021","2/3/2021","cold","ablated","Deli",NA,NA,NA,0.263,1341.85,4,505,1192,22.451,32.773,55.224,"Yes",3,20.13,16.29,1.15,59,"","","",4,505,1192,"ablated",0.238722302289043,-0.782255092638711,6.22455842927536,3.0022112396517,0.139761942375159,7.0833878476253,-0.782255092638711
"411","LD336_20","CL098_20","14/12/2020","2/3/2021","hot","control","Deli",NA,NA,NA,0.327,91.8333,2,NA,NA,21.897,NA,NA,"Yes",3,3.86,1.13,0.77,78,"","","",2,NA,NA,"control",1.82529233602075,-1.06191421240255,NA,1.35066718347674,-0.261364764134408,NA,-1.06191421240255
"412","LD342_20","CL100_20","27/12/2020","31/1/2021","cold","control","Deli",NA,NA,NA,0.248,681.754,NA,NA,NA,23.881,33.619,57.5,"Yes",3,3.16,0.9,0.68,35,"","","",NA,NA,NA,"control",-1.76536616137206,-0.0603912997464915,NA,1.15057202759882,-0.385662480811985,NA,-0.0603912997464915
"413","LD345_20","CL101_20","31/12/2020","2/3/2021","cold","control","Deli",NA,NA,NA,0.302,235.501,48,2894,4280,23.633,31.347,54.98,"Yes",3,3.23,1.09,0.58,61,"","","",48,2894,4280,"control",0.405729674260802,-0.185581663828499,7.97039490719143,1.17248213723457,-0.544727175441672,8.36170828857584,-0.185581663828499
"414","LD349_20","CL102_20","3/1/2021","2/3/2021","cold","control","Deli",NA,NA,NA,0.22,286.105,1,1137,2207,21.164,31.841,53.005,"Yes",3,2.63,0.69,0.61,58,"","","",1,1137,2207,"control",0.155218616303164,-1.43193250624171,7.03614849375054,0.966983846189673,-0.49429632181478,7.69938940625674,-1.43193250624171
"415","LD353_20","CL103_20","17/12/2020","2/3/2021","hot","control","Deli",NA,NA,NA,0.398,1119.82,10,1310,1872,24.029,NA,NA,"Yes",3,2.21,0.71,0.42,75,"","","",10,1310,1872,"control",1.57478127806311,0.0143190788185772,7.1777824161952,0.792992515529661,-0.867500567704723,7.53476265703754,0.0143190788185772
"416","LD358_20","CL104_20","3/1/2021","21/2/2021","cold","ablated","Deli",NA,NA,NA,0.192,790.438,3,2315,3541,20.821,24.967,45.788,"Yes",3,2.78,0.84,0.55,49,"","","",3,2315,3541,"ablated",-0.59631455756975,-1.60507885656481,7.74716496652033,1.02245092770255,-0.59783700075562,8.1721644521119,-1.60507885656481
"417","LD361_20","CL104_20","18/12/2020","31/1/2021","hot","ablated","Deli",NA,NA,NA,0.257,1034.77,2,2044,2914,21.392,35.761,57.153,"Yes",3,8.75,3.11,1.55,44,"","","",2,2044,2914,"ablated",-1.01383298749915,-1.31683813926309,7.6226639513236,2.16905370036952,0.438254930931155,7.97728198675515,-1.31683813926309
"418","LD365_20","CL105_20","15/12/2020","11/2/2021","hot","ablated","Deli",NA,NA,NA,0.256,1535.96,35,332,424,22.08,34.559,56.639,"Yes",3,3.4,1.02,0.66,58,"","","",35,332,424,"ablated",0.155218616303164,-0.969535838906554,5.80513496891649,1.22377543162212,-0.415515443961666,6.04973345523196,-0.969535838906554
"419","LD374_20","CL109_20","19/12/2020","11/2/2021","hot","ablated","Deli",NA,NA,NA,0.228,769.589,2,NA,NA,21.585,NA,NA,"Yes",3,6.22,2.03,1.27,54,"tail tip is invisible","","",2,NA,NA,"ablated",-0.178796127640353,-1.2194117672154,NA,1.82776990675109,0.2390169004705,NA,-1.2194117672154
"420","LD378_20","CL111_20","7/1/2021","21/2/2021","cold","ablated","Deli",NA,NA,NA,0.299,869.699,5,126,1808,22.926,30.196,53.122,"Yes",3,9.99,2.86,2.24,45,"","","",5,126,1808,"ablated",-0.930329301513267,-0.542475161433254,4.83628190695148,2.30158459266046,0.806475865866949,7.49997654095212,-0.542475161433254
"421","LD383_20","CL111_20","19/12/2020","11/2/2021","hot","ablated","Deli",NA,NA,NA,0.242,404.973,48,NA,NA,23.146,35.483,58.629,"Yes",3,3.22,0.93,0.64,54,"","","",48,NA,NA,"ablated",-0.178796127640353,-0.431419193295989,NA,1.16938135955632,-0.44628710262842,NA,-0.431419193295989
"422","LD386_20","CL112_20","9/1/2021","2/3/2021","cold","ablated","Deli",NA,NA,NA,0.334,466.942,6,316,883,23.609,29.225,52.834,"Yes",3,3.34,1.12,0.67,52,"","","",6,316,883,"ablated",-0.345803499612112,-0.197696860352563,5.75574221358691,1.20597080698861,-0.400477566597125,6.78332520060396,-0.197696860352563
"423","LD387_20","CL112_20","22/12/2020","21/2/2021","hot","ablated","Deli",NA,NA,NA,0.418,480.632,12,1351,2276,27.17,41.069,68.239,"Yes",3,5.23,1.86,0.88,61,"","","",12,1351,2276,"ablated",0.405729674260802,1.59989542390561,7.2086003379602,1.65441127807683,-0.127833371509885,7.73017479524622,1.59989542390561
"424","LD390_20","CL114_20","6/1/2021","21/2/2021","cold","ablated","Deli",NA,NA,NA,0.242,917.995,13,1803,NA,21.512,32.253,53.765,"Yes",3,7.85,5.13,0.77,46,"","","",13,1803,NA,"ablated",-0.846825615527387,-1.25626215664276,7.49720722320332,2.06051353179432,-0.261364764134408,NA,-1.25626215664276
"425","LD396_20","CL115_20","7/1/2021","2/3/2021","cold","control","Deli",NA,NA,NA,0.279,498.125,17,2454,2581,24.188,34.132,58.32,"Yes",3,2.65,0.75,0.57,54,"","","",17,2454,2581,"control",-0.178796127640353,0.0945822557905088,7.80547462527086,0.974559639998131,-0.562118918153541,7.85593219971861,0.0945822557905088
"426","LD408_20","CL120_20","8/1/2021","2/3/2021","cold","ablated","Deli",NA,NA,NA,0.349,241.621,7,4847,NA,25.893,34.618,60.511,"Yes",3,4.58,1.23,1.08,53,"","","",7,4847,NA,"ablated",-0.262299813626232,0.95526600885431,8.48611523584538,1.52169899812609,0.0769610411361284,NA,0.95526600885431
"427","LD416_20","CL123_20","9/1/2021","21/2/2021","cold","control","Deli",NA,NA,NA,0.252,632.398,3,3833,NA,23.622,29.731,53.353,"Yes",3,2.81,0.8,0.55,43,"","","",3,3833,NA,"control",-1.09733667348503,-0.191134462235362,8.25140306538056,1.03318448334565,-0.59783700075562,NA,-0.191134462235362
"428","LD419_20","CL124_20","27/12/2020","31/1/2021","hot","control","Deli",NA,NA,NA,0.196,681.459,6,NA,NA,21.269,27.942,49.211,"Yes",3,6.49,2.94,0.96,35,"","","",6,NA,NA,"control",-1.76536616137206,-1.37892852144892,NA,1.870262530716,-0.0408219945202552,NA,-1.37892852144892
"430","LD426_20","CL125_20","10/1/2021","21/2/2021","cold","control","Deli",NA,NA,NA,0.209,613.425,7,2843,3693,21.322,30.629,51.951,"Yes",3,3.44,1.37,0.59,42,"","","",7,2843,3693,"control",-1.1808403594709,-1.35217412912495,7.952615111651,1.23547147138531,-0.527632742082372,8.21419441485256,-1.35217412912495
"431","LD430_20","CL127_20","26/12/2020","31/1/2021","hot","ablated","Deli",NA,NA,NA,0.226,NA,NA,NA,NA,NA,NA,NA,"Yes",3,NA,0,NA,36,"cannot see cloaca","V2.2 wrong","DAY 3 All NA, WRONG",NA,NA,NA,"ablated",-1.68186247538618,NA,NA,NA,NA,NA,NA
"432","LD432_20","CL127_20","28/12/2020","21/2/2021","hot","control","Deli",NA,NA,NA,0.33,664.865,168,NA,NA,23.24,34.173,57.413,"Yes",3,2.36,0.68,0.38,55,"","","",168,NA,NA,"control",-0.0952924416544739,-0.383968006910068,NA,0.858661619037519,-0.967584026261706,NA,-0.383968006910068
"433","LD442_20","CL129_20","28/12/2020","11/2/2021","hot","ablated","Deli",NA,NA,NA,0.238,779.085,2,1793,2457,22.747,NA,NA,"Yes",3,2.34,0.66,0.5,45,"tail tip is invisible","","",2,1793,2457,"ablated",-0.930329301513267,-0.632834335508573,7.49164547360513,0.85015092936961,-0.693147180559945,7.80669637252118,-0.632834335508573
"434","LD469_20","CL140_20","3/1/2021","21/2/2021","hot","control","Deli",NA,NA,NA,0.208,848.604,5,NA,NA,20.377,27.697,48.074,"Yes",3,7.02,2.3,1.46,49,"","","",5,NA,NA,"control",-0.59631455756975,-1.82920999226001,NA,1.94876321803772,0.378436435720245,NA,-1.82920999226001
"435","LD482_20","CL142_20","31/12/2020","2/3/2021","hot","ablated","Deli",NA,NA,NA,0.308,387.933,12,NA,NA,23.152,36.71,59.862,"Yes",3,5.34,1.51,1.21,61,"","","",12,NA,NA,"ablated",0.405729674260802,-0.428390394164972,NA,1.6752256529721,0.19062035960865,NA,-0.428390394164972
"436","LD490_20","CL145_20","1/1/2021","2/3/2021","hot","ablated","Deli",NA,NA,NA,0.291,199.68,4,4604,NA,24.117,36.264,60.381,"Yes",3,5.45,1.55,1.2,60,"","","",4,4604,NA,"ablated",0.322225988274922,0.0587414660734835,8.43468076984177,1.69561560867515,0.182321556793955,NA,0.0587414660734835
"437","LD493_20","CL146_20","7/1/2021","21/2/2021","hot","control","Deli",NA,NA,NA,0.228,711.105,9,639,712,20.539,31.12,51.659,"Yes",3,2.91,0.88,0.53,45,"","","",9,639,712,"control",-0.930329301513267,-1.74743241572257,6.45990445437753,1.0681530811834,-0.63487827243597,6.56807791141198,-1.74743241572257
"438","LD496_20","CL147_20","29/12/2020","21/2/2021","hot","control","Deli",NA,NA,NA,0.335,518.938,3,2764,3718,NA,NA,NA,"Yes",3,4.52,1.42,0.88,54,"no photo","","",3,2764,3718,"control",-0.178796127640353,NA,7.92443418488756,1.50851199384414,-0.127833371509885,8.22094116828139,NA
"439","LD503_20","CL149_20","5/1/2021","2/3/2021","hot","control","Deli",NA,NA,NA,0.301,1082.36,2,1431,NA,24.616,32.74,57.356,"Yes",3,9.05,3.49,1.36,56,"","","",2,1431,NA,"control",-0.0117887556685947,0.310636593803006,7.26612877955645,2.20276475771183,0.307484699747961,NA,0.310636593803006
"440","LD532_20","CL155_20","4/1/2021","2/3/2021","hot","control","Deli",NA,NA,NA,0.28,194.128,19,2666,4359,24.072,36.011,60.083,"Yes",3,2.49,0.83,0.53,57,"","","",19,2666,4359,"control",0.0717149303172846,0.0360254725908604,7.88833450073865,0.912282710476616,-0.63487827243597,8.37999795223839,0.0360254725908604
