"","id","clutch","day_hatch","day_photo","temp","egg_treat","sp","Weigth","Distance.moved","Time_hide_sec","Time_snout_sec","Time_emerge_sec","SVL","Tail","Total","Tail_intact","day","speed_1m_s","burst_25cm","age","Notes","Notes.1","Notes.2.y","logTimeSnout","logspeed_1m","logspeed_burst","logTime_emerge_sec"
"411","LD336_20","CL098_20","14/12/2020","2/3/2021","hot","control","Deli",0.327,91.8333,2,NA,NA,21.897,NA,NA,"Yes",3,3.86,1.13,78,"","","",NA,1.35066718347674,0.122217632724249,NA
"412","LD342_20","CL100_20","27/12/2020","31/1/2021","cold","control","Deli",0.248,681.754,NA,NA,NA,23.881,33.619,57.5,"Yes",3,3.16,0.9,35,"","","",NA,1.15057202759882,-0.105360515657826,NA
"413","LD345_20","CL101_20","31/12/2020","2/3/2021","cold","control","Deli",0.302,235.501,48,2894,4280,23.633,31.347,54.98,"Yes",3,3.23,1.09,61,"","","",7.97039490719143,1.17248213723457,0.0861776962410524,8.36170828857584
"414","LD349_20","CL102_20","3/1/2021","2/3/2021","cold","control","Deli",0.22,286.105,1,1137,2207,21.164,31.841,53.005,"Yes",3,2.63,0.69,58,"","","",7.03614849375054,0.966983846189673,-0.371063681390832,7.69938940625674
"415","LD353_20","CL103_20","17/12/2020","2/3/2021","hot","control","Deli",0.398,1119.82,10,1310,1872,24.029,NA,NA,"Yes",3,2.21,0.71,75,"","","",7.1777824161952,0.792992515529661,-0.342490308946776,7.53476265703754
"416","LD358_20","CL104_20","3/1/2021","21/2/2021","cold","ablated","Deli",0.192,790.438,3,2315,3541,20.821,24.967,45.788,"Yes",3,2.78,0.84,49,"","","",7.74716496652033,1.02245092770255,-0.174353387144778,8.1721644521119
"417","LD361_20","CL104_20","18/12/2020","31/1/2021","hot","ablated","Deli",0.257,1034.77,2,2044,2914,21.392,35.761,57.153,"Yes",3,8.75,3.11,44,"","","",7.6226639513236,2.16905370036952,1.13462272619114,7.97728198675515
"418","LD365_20","CL105_20","15/12/2020","11/2/2021","hot","ablated","Deli",0.256,1535.96,35,332,424,22.08,34.559,56.639,"Yes",3,3.4,1.02,58,"","","",5.80513496891649,1.22377543162212,0.0198026272961797,6.04973345523196
"419","LD374_20","CL109_20","19/12/2020","11/2/2021","hot","ablated","Deli",0.228,769.589,2,NA,NA,21.585,NA,NA,"Yes",3,6.22,2.03,54,"tail tip is invisible","","",NA,1.82776990675109,0.708035793053696,NA
"420","LD378_20","CL111_20","7/1/2021","21/2/2021","cold","ablated","Deli",0.299,869.699,5,126,1808,22.926,30.196,53.122,"Yes",3,9.99,2.86,45,"","","",4.83628190695148,2.30158459266046,1.05082162483176,7.49997654095212
"421","LD383_20","CL111_20","19/12/2020","11/2/2021","hot","ablated","Deli",0.242,404.973,48,NA,NA,23.146,35.483,58.629,"Yes",3,3.22,0.93,54,"","","",NA,1.16938135955632,-0.0725706928348354,NA
"422","LD386_20","CL112_20","9/1/2021","2/3/2021","cold","ablated","Deli",0.334,466.942,6,316,883,23.609,29.225,52.834,"Yes",3,3.34,1.12,52,"","","",5.75574221358691,1.20597080698861,0.113328685307003,6.78332520060396
"423","LD387_20","CL112_20","22/12/2020","21/2/2021","hot","ablated","Deli",0.418,480.632,12,1351,2276,27.17,41.069,68.239,"Yes",3,5.23,1.86,61,"","","",7.2086003379602,1.65441127807683,0.62057648772511,7.73017479524622
"424","LD390_20","CL114_20","6/1/2021","21/2/2021","cold","ablated","Deli",0.242,917.995,13,1803,NA,21.512,32.253,53.765,"Yes",3,7.85,5.13,46,"","","",7.49720722320332,2.06051353179432,1.63510565918268,NA
"425","LD396_20","CL115_20","7/1/2021","2/3/2021","cold","control","Deli",0.279,498.125,17,2454,2581,24.188,34.132,58.32,"Yes",3,2.65,0.75,54,"","","",7.80547462527086,0.974559639998131,-0.287682072451781,7.85593219971861
"426","LD408_20","CL120_20","8/1/2021","2/3/2021","cold","ablated","Deli",0.349,241.621,7,4847,NA,25.893,34.618,60.511,"Yes",3,4.58,1.23,53,"","","",8.48611523584538,1.52169899812609,0.207014169384326,NA
"427","LD416_20","CL123_20","9/1/2021","21/2/2021","cold","control","Deli",0.252,632.398,3,3833,NA,23.622,29.731,53.353,"Yes",3,2.81,0.8,43,"","","",8.25140306538056,1.03318448334565,-0.22314355131421,NA
"428","LD419_20","CL124_20","27/12/2020","31/1/2021","hot","control","Deli",0.196,681.459,6,NA,NA,21.269,27.942,49.211,"Yes",3,6.49,2.94,35,"","","",NA,1.870262530716,1.07840958135059,NA
"430","LD426_20","CL125_20","10/1/2021","21/2/2021","cold","control","Deli",0.209,613.425,7,2843,3693,21.322,30.629,51.951,"Yes",3,3.44,1.37,42,"","","",7.952615111651,1.23547147138531,0.314810739840034,8.21419441485256
"431","LD430_20","CL127_20","26/12/2020","31/1/2021","hot","ablated","Deli",0.226,NA,NA,NA,NA,NA,NA,NA,"Yes",3,NA,0,36,"cannot see cloaca","V2.2 wrong","DAY 3 All NA, WRONG",NA,NA,NA,NA
"432","LD432_20","CL127_20","28/12/2020","21/2/2021","hot","control","Deli",0.33,664.865,168,NA,NA,23.24,34.173,57.413,"Yes",3,2.36,0.68,55,"","","",NA,0.858661619037519,-0.385662480811985,NA
"433","LD442_20","CL129_20","28/12/2020","11/2/2021","hot","ablated","Deli",0.238,779.085,2,1793,2457,22.747,NA,NA,"Yes",3,2.34,0.66,45,"tail tip is invisible","","",7.49164547360513,0.85015092936961,-0.415515443961666,7.80669637252118
"434","LD469_20","CL140_20","3/1/2021","21/2/2021","hot","control","Deli",0.208,848.604,5,NA,NA,20.377,27.697,48.074,"Yes",3,7.02,2.3,49,"","","",NA,1.94876321803772,0.832909122935104,NA
"435","LD482_20","CL142_20","31/12/2020","2/3/2021","hot","ablated","Deli",0.308,387.933,12,NA,NA,23.152,36.71,59.862,"Yes",3,5.34,1.51,61,"","","",NA,1.6752256529721,0.412109650826833,NA
"436","LD490_20","CL145_20","1/1/2021","2/3/2021","hot","ablated","Deli",0.291,199.68,4,4604,NA,24.117,36.264,60.381,"Yes",3,5.45,1.55,60,"","","",8.43468076984177,1.69561560867515,0.438254930931155,NA
"437","LD493_20","CL146_20","7/1/2021","21/2/2021","hot","control","Deli",0.228,711.105,9,639,712,20.539,31.12,51.659,"Yes",3,2.91,0.88,45,"","","",6.45990445437753,1.0681530811834,-0.127833371509885,6.56807791141198
"438","LD496_20","CL147_20","29/12/2020","21/2/2021","hot","control","Deli",0.335,518.938,3,2764,3718,NA,NA,NA,"Yes",3,4.52,1.42,54,"no photo","","",7.92443418488756,1.50851199384414,0.350656871613169,8.22094116828139
"439","LD503_20","CL149_20","5/1/2021","2/3/2021","hot","control","Deli",0.301,1082.36,2,1431,NA,24.616,32.74,57.356,"Yes",3,9.05,3.49,56,"","","",7.26612877955645,2.20276475771183,1.24990173621434,NA
"440","LD532_20","CL155_20","4/1/2021","2/3/2021","hot","control","Deli",0.28,194.128,19,2666,4359,24.072,36.011,60.083,"Yes",3,2.49,0.83,57,"","","",7.88833450073865,0.912282710476616,-0.186329578191493,8.37999795223839
