"","id","clutch","day_hatch","day_photo","temp","egg_treat","sp","Weigth","Distance.moved","Movement","Movement.1","Movement.2","Movement.3","Movement.4","Movement.5","Time_hide_sec","Time_snout_sec","Time_emerge_sec","Notes.y","bd_liz_id.y","SVL","Tail","Total","Tail_intact","Notes","Notes.1","Notes.2.y","day","speed_1m_s","burst_25cm","day_hatch.1","day_photo.1","age","time_tohide","time_hiding","time_active","maternal"
"446","LG056_20","CL018_20","16/12/2020","31/1/2021","cold","ablated","Guich",0.401,1011.75,236.119,137.76,963.918,0.039999,NA,NA,6,4597,5132,"","LG056_20",24.392,37.651,62.043,"Yes","","","",3,11.55,3.21,"16/12/2020","31/1/2021",46,6,4597,5132,"ablated"
"447","LG067_20","CL021_20","27/11/2020","31/1/2021","hot","ablated","Guich",0.564,325.124,41.0799,317.079,1153,0.039999,NA,NA,4,702,1016,"","LG067_20",27.499,42.231,69.73,"Yes","","","",3,4.25,1.53,"27/11/2020","31/1/2021",65,4,702,1016,"ablated"
"448","LG068_20","CL021_20","27/11/2020","31/1/2021","hot","control","Guich",0.479,696.964,117.92,33.1199,1082.12,0.039999,NA,NA,1,466,1034,"","LG068_20",29.281,39.712,68.993,"Yes","","","",3,3.17,1.38,"27/11/2020","31/1/2021",65,1,466,1034,"control"
"449","LG069_20","CL022_20","17/12/2020","31/1/2021","cold","control","Guich",0.327,559.346,102.24,24.5199,1093.52,0.039999,NA,NA,70,236,598,"","LG069_20",24.957,38.847,63.804,"Yes","","","",3,2.93,1.17,"17/12/2020","31/1/2021",45,70,236,598,"control"
"450","LG084_20","CL025_20","25/12/2020","2/3/2021","cold","control","Guich",0.469,863.049,0.873581,163.36,25.6399,5.51424,1036.68,0.039999,15,938,1454,"","LG084_20",NA,NA,NA,"Yes","no photo, probably with wrong ID","","",3,4.17,1.46,"25/12/2020","2/3/2021",67,15,938,1454,"control"
"451","LG087_20","CL026_20","1/12/2020","11/2/2021","hot","ablated","Guich",0.532,363.609,44.7199,7.19998,1155.32,0.039999,NA,NA,3,547,5234,"","LG087_20",31.193,46.487,77.68,"Yes","","","",3,2.9,1.15,"1/12/2020","11/2/2021",72,3,547,5234,"ablated"
"452","LG088_20","CL026_20","21/12/2020","21/2/2021","cold","ablated","Guich",0.374,745.028,140.24,26.9599,1059.8,0.039999,NA,NA,43,145,646,"","LG088_20",NA,NA,NA,"Yes","cannot see cloaca","V2.4 wrong","",3,3.25,1.32,"21/12/2020","21/2/2021",62,43,145,646,"ablated"
"453","LG089_20","CL026_20","21/12/2020","31/1/2021","cold","control","Guich",0.416,1309.1,238.919,4.95999,956.838,0.039999,NA,NA,2,127,1613,"","LG089_20",27.481,41.226,68.707,"Yes","","","second run",3,5.17,2.31,"21/12/2020","31/1/2021",41,2,127,1613,"control"
"454","LG097_20","CL029_20","2/12/2020","31/1/2021","hot","ablated","Guich",0.457,739.742,144.32,0.039999,1055.72,1.24,NA,NA,7,362,902,"","LG097_20",26.372,43.668,70.04,"Yes","","","",3,5.02,1.36,"2/12/2020","31/1/2021",60,7,362,902,"ablated"
"455","LG100_20","CL029_20","21/12/2020","11/2/2021","cold","ablated","Guich",0.388,1765.7,228.039,12.72,962.798,0.039999,NA,NA,39,190,476,"","LG100_20",27.365,39.322,66.687,"Yes","wrong V1.1","","",3,2.07,0.63,"21/12/2020","11/2/2021",52,39,190,476,"ablated"
"456","LG101_20","CL029_20","1/12/2020","31/1/2021","hot","control","Guich",0.461,801.423,0.923441,139.44,19.36,6.93077,1053.48,0.039999,172,1937,NA,"","LG101_20",29.664,42.346,72.01,"Yes","","","",3,2.39,0.91,"1/12/2020","31/1/2021",61,172,1937,NA,"control"
"457","LG102_20","CL029_20","22/12/2020","31/1/2021","cold","control","Guich",0.359,740.609,1.22426,149.36,191.8,8.48648,1043.84,0.039999,7,1464,NA,"","LG102_20",23.94,35.209,59.149,"Yes","","","",3,11.17,4.07,"22/12/2020","31/1/2021",40,7,1464,NA,"control"
"458","LG104_20","CL030_20","23/12/2020","21/2/2021","cold","ablated","Guich",0.545,901.169,149.72,258.679,1050.32,0.039999,NA,NA,2,1143,4889,"","LG104_20",26.245,41.193,67.438,"Yes","","","",3,5.14,1.83,"23/12/2020","21/2/2021",60,2,1143,4889,"ablated"
"459","LG109_20","CL030_20","23/12/2020","11/2/2021","cold","ablated","Guich",0.333,1648.01,1.18958,315.239,38.5199,3.32631,884.798,0.039999,43,1000,1418,"","LG109_20",23.241,35.779,59.02,"Yes","","","",3,3.75,1.31,"23/12/2020","11/2/2021",50,43,1000,1418,"ablated"
"460","LG111_20","CL031_20","21/12/2020","11/2/2021","cold","ablated","Guich",0.342,1772.71,1.59494,303.039,376.159,4.69632,896.998,0.039999,41,271,643,"","LG111_20",25.947,37.045,62.992,"Yes","","","",3,5.35,1.55,"21/12/2020","11/2/2021",52,41,271,643,"ablated"
"461","LG112_20","CL031_20","23/12/2020","11/2/2021","cold","ablated","Guich",0.355,773.12,120.96,126.08,1076.24,0.039999,NA,NA,15,27,587,"","LG112_20",25.916,39.144,65.06,"Yes","","","",3,3.42,1.23,"23/12/2020","11/2/2021",50,15,27,587,"ablated"
"462","LG113_20","CL031_20","20/12/2020","11/2/2021","cold","control","Guich",0.313,1572.88,270.879,97.5598,929.158,0.039999,NA,NA,81,994,1220,"","LG113_20",25.495,37.362,62.857,"Yes","","","",3,3.54,1.51,"20/12/2020","11/2/2021",53,81,994,1220,"control"
"463","LG118_20","CL032_20","22/12/2020","11/2/2021","cold","control","Guich",0.306,600.796,0.833821,113.4,57.8799,7.93166,1086.64,0.039999,3,216,1100,"","LG118_20",23.163,32.574,55.737,"Yes","","","",3,4.44,1.41,"22/12/2020","11/2/2021",51,3,216,1100,"control"
"464","LG121_20","CL033_20","3/12/2020","31/1/2021","cold","ablated","Guich",0.422,417.782,90.8798,27.4399,793.958,0.039999,NA,NA,2,1064,2832,"","LG121_20",24.419,34.841,59.26,"Yes","","","",3,2.94,0.85,"3/12/2020","31/1/2021",59,2,1064,2832,"ablated"
"465","LG122_20","CL034_20","4/12/2020","31/1/2021","hot","ablated","Guich",0.346,1036.87,150.88,62.0798,1031.2,0.039999,NA,NA,5,795,908,"","LG122_20",25.821,36.934,62.755,"Yes","","","",3,3.4,1.01,"4/12/2020","31/1/2021",58,5,795,908,"ablated"
"466","LG135_20","CL038_20","6/12/2020","11/2/2021","hot","control","Guich",0.529,661.918,108.8,32.2399,1091.04,0.039999,NA,NA,1,104,1463,"","LG135_20",28.481,NA,NA,"Yes","tail tip is invisible","","",3,3.08,1.13,"6/12/2020","11/2/2021",67,1,104,1463,"control"
"467","LG141_20","CL040_20","24/12/2020","31/1/2021","cold","ablated","Guich",0.468,1393.79,0.518824,282.759,0.239999,1.66776,910.598,0.039999,28,199,1922,"","LG141_20",26.249,41.329,67.578,"Yes","","","",3,4.67,1.74,"24/12/2020","31/1/2021",38,28,199,1922,"ablated"
"468","LG142_20","CL041_20","26/12/2020","21/2/2021","cold","ablated","Guich",0.346,424.755,0.887232,83.3998,374.159,11.0337,1048.2,0.039999,3,889,2459,"","LG142_20",25.001,NA,NA,"Yes","","","",3,3.16,1.51,"26/12/2020","21/2/2021",57,3,889,2459,"ablated"
"469","LG144_20","CL042_20","3/12/2020","31/1/2021","hot","ablated","Guich",0.453,2055.46,250.679,0.039999,948.678,0.839997,NA,NA,25,30,86,"","LG144_20",27.927,40.804,68.731,"Yes","","","",3,4.4,2.14,"3/12/2020","31/1/2021",59,25,30,86,"ablated"
"470","LG145_20","CL043_20","6/12/2020","11/2/2021","hot","control","Guich",0.393,1099.34,201.959,0.239999,998.078,0.039999,NA,NA,6,14,148,"","LG145_20",27.189,37.898,65.087,"Yes","","","",3,5.31,2.67,"6/12/2020","11/2/2021",67,6,14,148,"control"
"471","LG147_20","CL044_20","29/12/2020","21/2/2021","cold","ablated","Guich",0.416,1259.27,1.18666,227.839,99.5598,4.68268,903.758,0.039999,5,358,1057,"","LG147_20",NA,NA,NA,"Yes","no photo","","",3,4.25,1.54,"29/12/2020","21/2/2021",54,5,358,1057,"ablated"
"472","LG148_20","CL044_20","6/12/2020","11/2/2021","hot","ablated","Guich",0.439,695.148,99.1198,0.039999,1086.36,0.239999,NA,NA,3,295,1010,"","LG148_20",28.577,39.293,67.87,"Yes","","","",3,3.12,1,"6/12/2020","11/2/2021",67,3,295,1010,"ablated"
"473","LG149_20","CL044_20","7/12/2020","31/1/2021","hot","control","Guich",0.441,1002.34,150.32,46.7199,1047.92,0.039999,NA,NA,3,1503,1522,"","LG149_20",29.464,36.962,66.426,"Yes","V1.2 wrong","","",3,3.83,1.47,"7/12/2020","31/1/2021",55,3,1503,1522,"control"
"474","LG150_20","CL044_20","29/12/2020","11/2/2021","cold","control","Guich",0.326,719.752,145.28,80.8798,1054.76,0.039999,NA,NA,1,2135,NA,"","LG150_20",24.868,33.603,58.471,"Yes","","","",3,16.29,5.73,"29/12/2020","11/2/2021",44,1,2135,NA,"control"
"475","LG159_20","CL047_20","7/12/2020","2/3/2021","hot","control","Guich",0.59,716.695,128.76,40.9599,1071.28,0.039999,NA,NA,21,58,1293,"","LG159_20",28.258,49.537,77.795,"Yes","","","",3,9,4.03,"7/12/2020","2/3/2021",85,21,58,1293,"control"
"476","LG160_20","CL047_20","24/12/2020","31/1/2021","cold","ablated","Guich",0.476,809.354,120.68,2.99999,1075.08,0.039999,NA,NA,2,8,335,"","LG160_20",28.591,39.573,68.164,"Yes","","","",3,11.51,4.48,"24/12/2020","31/1/2021",38,2,8,335,"ablated"
"478","LG176_20","CL051_20","6/12/2020","21/2/2021","hot","control","Guich",0.626,603.834,0.834238,104.28,170.36,8.14093,1025.76,0.039999,11,3068,NA,"","LG176_20",30.107,50.163,80.27,"Yes","","","",3,5.66,2.31,"6/12/2020","21/2/2021",77,11,3068,NA,"control"
"479","LG195_20","CL056_20","8/12/2020","21/2/2021","hot","control","Guich",0.469,369.508,1.15054,63.2798,330.399,20.1478,1128.28,0.039999,7,84,1817,"","LG195_20",29.483,41.951,71.434,"Yes","","","",3,3.25,1.25,"8/12/2020","21/2/2021",75,7,84,1817,"control"
"480","LG197_20","CL056_20","29/12/2020","11/2/2021","cold","ablated","Guich",0.254,1463.03,1.39847,255.919,28.1599,5.13107,944.118,0.039999,8,3586,4073,"","LG197_20",24.01,32.081,56.091,"Yes","","","",3,2.68,0.85,"29/12/2020","11/2/2021",44,8,3586,4073,"ablated"
"481","LG212_20","CL061_20","9/12/2020","31/1/2021","hot","control","Guich",0.416,1106.64,0.766239,216.079,0.039999,3.46552,977.278,0.119999,5,NA,NA,"","LG212_20",26.336,NA,NA,"Yes","tail tip is invisible","","",3,2.74,0.91,"9/12/2020","31/1/2021",53,5,NA,NA,"control"
"482","LG213_20","CL061_20","30/12/2020","11/2/2021","cold","ablated","Guich",0.278,779.655,145.24,275.439,1054.8,0.039999,NA,NA,1,13,613,"","LG213_20",22.356,31.747,54.103,"Yes","","","",3,3.63,1.29,"30/12/2020","11/2/2021",43,1,13,613,"ablated"
"483","LG214_20","CL062_20","9/12/2020","2/3/2021","hot","control","Guich",0.505,685.236,124.96,42.1999,1075.08,0.039999,NA,NA,23,171,564,"","LG214_20",28.484,43.116,71.6,"Yes","","","",3,3.82,1.45,"9/12/2020","2/3/2021",83,23,171,564,"control"
"484","LG217_20","CL063_20","8/12/2020","11/2/2021","hot","control","Guich",0.451,713.993,0.831136,138.8,110.92,6.31689,1061.24,0.039999,12,13,NA,"","LG217_20",26.533,41.963,68.496,"Yes","","","",3,3.28,0.98,"8/12/2020","11/2/2021",65,12,13,NA,"control"
"485","LG219_20","CL064_20","10/12/2020","2/3/2021","hot","control","Guich",0.61,1096.53,135.2,41.2399,1064.84,0.039999,NA,NA,7,1250,1324,"","LG219_20",27.977,49.313,77.29,"Yes","","","",3,4.71,1.7,"10/12/2020","2/3/2021",82,7,1250,1324,"control"
"486","LG220_20","CL064_20","9/12/2020","21/2/2021","hot","ablated","Guich",0.56,991.895,163.12,4.11999,1036.92,0.039999,NA,NA,1,NA,NA,"","LG220_20",30.116,49.127,79.243,"Yes","","","",3,3.21,1.07,"9/12/2020","21/2/2021",74,1,NA,NA,"ablated"
"487","LG222_20","CL065_20","27/12/2020","2/3/2021","cold","ablated","Guich",0.431,1336.11,1.16978,215.239,37.9199,5.35216,984.798,0.039999,76,93,394,"","LG222_20",27.374,38.701,66.075,"Yes","has two photos","","",3,3.59,1.33,"27/12/2020","2/3/2021",65,76,93,394,"ablated"
"488","LG224_20","CL065_20","8/12/2020","21/2/2021","hot","control","Guich",0.445,1151.37,156.92,73.2398,1043.12,0.039999,NA,NA,2,50,386,"","LG224_20",26.458,40.514,66.972,"Yes","","","",3,4.33,1.57,"8/12/2020","21/2/2021",75,2,50,386,"control"
"489","LG225_20","CL065_20","29/12/2020","11/2/2021","cold","control","Guich",0.267,984.173,149.2,19.92,1028.88,0.039999,NA,NA,18,575,721,"","LG225_20",23.143,34.289,57.432,"Yes","","","",3,5.12,1.49,"29/12/2020","11/2/2021",44,18,575,721,"control"
"490","LG230_20","CL067_20","30/12/2020","21/2/2021","cold","control","Guich",0.321,612.51,1.15481,124.72,109.56,9.2231,1005.32,0.039999,49,274,1396,"","LG230_20",25.059,34.191,59.25,"Yes","","","",3,2.65,0.85,"30/12/2020","21/2/2021",53,49,274,1396,"control"
"491","LG231_20","CL067_20","29/12/2020","21/2/2021","cold","ablated","Guich",0.302,986.894,0.979729,218.479,0.039999,4.09613,913.438,2.75999,32,282,NA,"","LG231_20",22.947,32.477,55.424,"Yes","","","",3,4.7,1.34,"29/12/2020","21/2/2021",54,32,282,NA,"ablated"
"492","LG233_20","CL068_20","30/12/2020","11/2/2021","cold","control","Guich",0.369,1061.61,207.759,34.2399,992.278,0.039999,NA,NA,13,1696,3717,"","LG233_20",24.89,38.769,63.659,"Yes","","","",3,3.06,0.93,"30/12/2020","11/2/2021",43,13,1696,3717,"control"
"493","LG234_20","CL068_20","30/12/2020","2/3/2021","cold","ablated","Guich",0.351,1603.43,1.49858,254.759,123,5.56046,945.278,0.039999,4,203,1218,"","LG234_20",23.754,35.988,59.742,"Yes","","","",3,2.54,0.9,"30/12/2020","2/3/2021",62,4,203,1218,"ablated"
"494","LG247_20","CL072_20","31/12/2020","11/2/2021","cold","control","Guich",0.294,362.013,0.94769,61.5998,84.8798,17.249,1138.44,0.039999,11,556,NA,"","LG247_20",25.007,NA,NA,"Yes","tail tip is invisible","","",3,8.87,3.03,"31/12/2020","11/2/2021",42,11,556,NA,"control"
"495","LG252_20","CL074_20","1/1/2021","2/3/2021","cold","control","Guich",0.381,502.301,0.694413,77.0798,261.959,10.0264,1122.96,0.039999,12,5169,NA,"","LG252_20",25.449,38.531,63.98,"Yes","","","",3,20.78,6.31,"1/1/2021","2/3/2021",60,12,5169,NA,"control"
"496","LG272_20","CL081_20","13/12/2020","21/2/2021","hot","control","Guich",0.53,32.9457,0,NA,1200.04,0.039999,NA,NA,11,NA,NA,"","LG272_20",28.565,43.142,71.707,"Yes","","","",3,3.39,1.35,"13/12/2020","21/2/2021",70,11,NA,NA,"control"
"497","LG274_20","CL081_20","12/12/2020","2/3/2021","hot","ablated","Guich",0.585,649.306,106.68,115.2,1093.36,0.039999,NA,NA,4,593,2905,"","LG274_20",29.628,44.241,73.869,"Yes","","","",3,2.81,1.01,"12/12/2020","2/3/2021",80,4,593,2905,"ablated"
"498","LG276_20","CL082_20","11/12/2020","2/3/2021","hot","ablated","Guich",0.49,1065.53,1.53081,169.92,635.598,9.27962,1030.04,0.039999,24,40,663,"","LG276_20",29.512,NA,NA,"Yes","","","",3,5.19,2.43,"11/12/2020","2/3/2021",81,24,40,663,"ablated"
"499","LG296_20","CL088_20","15/12/2020","11/2/2021","hot","ablated","Guich",0.345,1024.58,1.37724,150.12,0.719998,9.37727,1040.88,0.039999,10,70,70,"","LG296_20",25.041,NA,NA,"Yes","tail tip is invisible","","",3,6.83,2.09,"15/12/2020","11/2/2021",58,10,70,70,"ablated"
"500","LG297_20","CL089_20","13/12/2020","21/2/2021","hot","control","Guich",0.438,1557.38,213.079,9.95998,986.958,0.039999,NA,NA,2,65,117,"","LG297_20",26.814,42.742,69.556,"Yes","","","",3,5.8,4.21,"13/12/2020","21/2/2021",70,2,65,117,"control"
"501","LG300_20","CL090_20","16/12/2020","31/1/2021","hot","control","Guich",0.423,1230.16,187.48,88.9598,1004.52,0.039999,NA,NA,2,4225,4391,"","LG300_20",25.145,42.529,67.674,"Yes","","","",3,2.72,0.96,"16/12/2020","31/1/2021",46,2,4225,4391,"control"
"502","LG304_20","CL091_20","12/12/2020","11/2/2021","hot","ablated","Guich",0.418,1244.62,1.08085,252.919,31.9999,4.03029,947.118,0.039999,3,213,NA,"","LG304_20",25.249,NA,NA,"Yes","tail tip is invisible","","",3,3.29,1.05,"12/12/2020","11/2/2021",61,3,213,NA,"ablated"
"503","LG305_20","CL092_20","3/1/2021","21/2/2021","cold","control","Guich",0.23,847.959,180.84,10.84,999.758,0.039999,NA,NA,3,28,71,"","LG305_20",22.188,30.59,52.778,"Yes","","","",3,5.47,1.54,"3/1/2021","21/2/2021",49,3,28,71,"control"
"504","LG306_20","CL092_20","14/12/2020","11/2/2021","hot","control","Guich",0.49,845.502,159.56,27.1999,1031.36,0.039999,NA,NA,50,2295,NA,"","LG306_20",26.816,NA,NA,"Yes","tail tip is invisible","","",3,5.1,1.43,"14/12/2020","11/2/2021",59,50,2295,NA,"control"
"505","LG307_20","CL092_20","3/1/2021","21/2/2021","cold","ablated","Guich",0.257,760.811,135.8,26.3599,1063.4,0.039999,NA,NA,21,580,1049,"","LG307_20",23.207,31.873,55.08,"Yes","","","",3,3.98,1.14,"3/1/2021","21/2/2021",49,21,580,1049,"ablated"
"506","LG314_20","CL094_20","3/1/2021","2/3/2021","cold","ablated","Guich",0.197,35.9038,0,NA,1200.04,0.039999,NA,NA,31,NA,NA,"","LG314_20",21.076,27.99,49.066,"Yes","","","",3,4.77,1.68,"3/1/2021","2/3/2021",58,31,NA,NA,"ablated"
"507","LG315_20","CL094_20","15/12/2020","11/2/2021","hot","ablated","Guich",0.293,NA,NA,NA,NA,NA,NA,NA,8,467,3635,"","LG315_20",24.262,36.55,60.812,"Yes","","","",3,28.8,10,"15/12/2020","11/2/2021",58,8,467,3635,"ablated"
"508","LG316_20","CL095_20","19/12/2020","2/3/2021","hot","ablated","Guich",0.516,1298.71,1.34706,179.16,88.8798,7.67577,1020.88,0.039999,1,1228,3429,"","LG316_20",26.215,NA,NA,"Yes","recorded as LG319","","",3,3.69,1.03,"19/12/2020","2/3/2021",73,1,1228,3429,"ablated"
"509","LG317_20","CL095_20","7/1/2021","21/2/2021","cold","control","Guich",0.339,834.543,133,30.1599,1067.04,0.039999,NA,NA,9,25,149,"","LG317_20",24.469,36.589,61.058,"Yes","","","",3,4.15,1.59,"7/1/2021","21/2/2021",45,9,25,149,"control"
"510","LG318_20","CL095_20","17/12/2020","11/2/2021","hot","control","Guich",0.42,871.123,169.56,0.039999,1030.48,1.32,NA,NA,2,428,634,"","LG318_20",27.078,42.079,69.157,"Yes","","","",3,4.47,1.76,"17/12/2020","11/2/2021",56,2,428,634,"control"
"511","LG320_20","CL095_20","19/12/2020","31/1/2021","hot","ablated","Guich",0.402,633.317,0.819369,130.28,161.64,6.64398,1063.04,0.039999,5,297,1109,"","LG320_20",26.675,42.074,68.749,"Yes","","","",3,4.85,1.52,"19/12/2020","31/1/2021",43,5,297,1109,"ablated"
"512","LG321_20","CL095_20","7/1/2021","21/2/2021","cold","control","Guich",0.245,931.142,162.72,102.96,1037.32,0.039999,NA,NA,10,109,126,"","LG321_20",22.872,31.149,54.021,"Yes","","","",3,5.41,1.59,"7/1/2021","21/2/2021",45,10,109,126,"control"
"513","LG322_20","CL095_20","18/12/2020","31/1/2021","hot","control","Guich",0.347,548.857,102.56,0.439998,1097.48,0.039999,NA,NA,18,485,1370,"","LG322_20",26.293,38.721,65.014,"Yes","","","",3,5.2,1.45,"18/12/2020","31/1/2021",44,18,485,1370,"control"
"514","LG324_20","CL096_20","18/12/2020","31/1/2021","hot","ablated","Guich",0.393,1377.68,1.29341,223.759,0.799998,5.57217,969.558,0.039999,5,2796,3259,"","LG324_20",26.835,NA,NA,"Yes","tail tip is invisible","","",3,4.05,1.75,"18/12/2020","31/1/2021",44,5,2796,3259,"ablated"
"515","LG325_20","CL096_20","6/1/2021","21/2/2021","cold","control","Guich",0.299,717.918,129,96.5598,1071.04,0.039999,NA,NA,6,536,2626,"","LG325_20",23.306,36.422,59.728,"Yes","","","",3,2.86,0.8,"6/1/2021","21/2/2021",46,6,536,2626,"control"
"516","LG341_20","CL099_20","3/1/2021","2/3/2021","cold","ablated","Guich",0.241,1305.69,241.359,0.039999,958.678,2.03999,NA,NA,7,34,117,"","LG341_20",22.511,30.771,53.282,"Yes","","","",3,27,11,"3/1/2021","2/3/2021",58,7,34,117,"ablated"
"517","LG366_20","CL106_20","8/1/2021","2/3/2021","cold","control","Guich",0.324,417.033,69.1998,155.12,1130.84,0.039999,NA,NA,17,358,1749,"","LG366_20",25.207,34.376,59.583,"Yes","","","",3,4.34,1.36,"8/1/2021","2/3/2021",53,17,358,1749,"control"
"518","LG368_20","CL107_20","18/12/2020","21/2/2021","hot","ablated","Guich",0.395,999.933,148.48,0.159999,1051.52,0.079999,NA,NA,23,3112,3122,"","LG368_20",26.057,39.706,65.763,"Yes","","","",3,4.24,1.44,"18/12/2020","21/2/2021",65,23,3112,3122,"ablated"
"519","LG377_20","CL110_20","8/1/2021","2/3/2021","cold","control","Guich",0.35,531.238,0.698244,79.5998,0.159999,9.74293,1120.44,0.039999,3,2097,3415,"","LG377_20",25.643,NA,NA,"Yes","","","",3,12.73,5.18,"8/1/2021","2/3/2021",53,3,2097,3415,"control"
"520","LG411_20","CL122_20","25/12/2020","11/2/2021","hot","control","Guich",0.34,1730.22,238.599,4.03999,961.398,0.039999,NA,NA,21,364,462,"","LG411_20",NA,NA,NA,"Yes","cannot see cloaca","","",3,5.03,2.14,"25/12/2020","11/2/2021",48,21,364,462,"control"
"521","LG413_20","CL122_20","9/1/2021","21/2/2021","cold","control","Guich",0.299,508.9,92.9998,76.3598,1107.04,0.039999,NA,NA,2,12,150,"","LG413_20",23.326,NA,NA,"Yes","part of tail is invisible","","",3,6.31,1.84,"9/1/2021","21/2/2021",43,2,12,150,"control"
"522","LG414_20","CL122_20","24/12/2020","21/2/2021","hot","ablated","Guich",0.515,768.666,112.72,40.3599,1082.72,0.039999,NA,NA,NA,NA,NA,NA,"LG414_20",27.309,45.761,73.07,"Yes","","","",3,3.35,1.18,"24/12/2020","21/2/2021",59,NA,NA,NA,"ablated"
"523","LG450_20","CL133_20","30/12/2020","21/2/2021","hot","ablated","Guich",0.329,545.269,98.7997,211.399,1101.24,0.039999,NA,NA,2,NA,NA,"","LG450_20",27.811,39.267,67.078,"Yes","","","",3,3.25,1.14,"30/12/2020","21/2/2021",53,2,NA,NA,"ablated"
"524","LG455_20","CL135_20","31/12/2020","11/2/2021","hot","ablated","Guich",0.281,622.63,112.92,5.67998,1072.52,0.039999,NA,NA,12,372,851,"","LG455_20",24.615,36.159,60.774,"Yes","","","",3,3.06,1.04,"31/12/2020","11/2/2021",42,12,372,851,"ablated"
"525","LG457_20","CL136_20","31/12/2020","2/3/2021","hot","ablated","Guich",0.374,855.104,1.01605,164.6,72.8798,6.35238,1035.44,0.039999,1,135,3463,"","LG457_20",26.456,34.221,60.677,"Yes","","","",3,12.17,4.76,"31/12/2020","2/3/2021",61,1,135,3463,"ablated"
"526","LG467_20","CL139_20","2/1/2021","21/2/2021","hot","ablated","Guich",0.329,785.618,150.08,3.27999,1049.96,0.039999,NA,NA,6,299,573,"","LG467_20",23.438,NA,NA,"Yes","","","",3,6.73,2.28,"2/1/2021","21/2/2021",50,6,299,573,"ablated"
"527","LG548_20","CL161_20","10/1/2021","21/2/2021","hot","ablated","Guich",0.245,1384.18,215.999,18.68,982.278,0.039999,NA,NA,17,190,257,"","LG548_20",22.241,33.678,55.919,"Yes","","","",3,4.74,2.15,"10/1/2021","21/2/2021",42,17,190,257,"ablated"
"528","LG549_20","CL161_20","10/1/2021","2/3/2021","hot","control","Guich",0.36,931.203,157.8,139.68,1042.24,0.039999,NA,NA,19,670,4185,"","LG549_20",25.804,NA,NA,"Yes","","","",3,5.76,1.87,"10/1/2021","2/3/2021",51,19,670,4185,"control"
